image,noisy_psnr,denoised_psnr,psnr_improvement,noisy_ssim,denoised_ssim,ssim_improvement
00.png,26.240001429547746,33.316386808660894,7.076385379113148,0.4267928898334503,0.8080657124519348,0.3812728226184845
01.png,26.56639893011979,32.92438645820725,6.357987528087463,0.38207411766052246,0.7580164074897766,0.37594228982925415
02.png,25.96068226481275,32.648022938495686,6.687340673682936,0.3494894802570343,0.7556962370872498,0.40620675683021545
03.png,26.40076787875833,32.881840787863325,6.481072909104995,0.47774097323417664,0.8096930384635925,0.3319520652294159
04.png,28.952236973614784,33.31156984123703,4.359332867622246,0.6168007850646973,0.8462250828742981,0.22942429780960083
05.png,25.904700789117967,29.081274649619743,3.176573860501776,0.5268518924713135,0.7369444370269775,0.21009254455566406
06.png,35.10559350657405,34.75975215794954,-0.34584134862451066,0.8364452719688416,0.9304235577583313,0.09397828578948975
07.png,30.745756655360722,33.83242306029118,3.0866664049304546,0.701386034488678,0.8719687461853027,0.17058271169662476
AVERAGE,28.234517303488268,32.84445708779059,4.6099397843023135,0.5396976806223392,0.8146291524171829,0.2749314717948437
